X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8473993.77308955,5322852.61465675,2023/08/04 00:00:00+00,2230,1030,100 FORDHAM RD     ,,Motor Vehicle,MV THEFT,43.0714435560001,-76.123181239,1082
-8473993.77308955,5322852.61465675,2023/05/23 00:00:00+00,1910,1330,100 FORDHAM RD     ,,Motor Vehicle,MV THEFT,43.0714435560001,-76.123181239,1083
-8476591.49856663,5315222.96034958,2023/11/18 00:00:00+00,2247,2248,100 FOREST AV   ,,,AGGRAVATED ASSAULT,43.021355654,-76.146517004,1084
-8476591.49856663,5315222.96034958,2023/10/29 00:00:00+00,1400,1400,100 FOREST AV   ,,,AGGRAVATED ASSAULT,43.021355654,-76.146517004,1085
-8476591.49856663,5315222.96034958,2023/08/18 00:00:00+00,1539,1539,100 FOREST AV   ,Yes,,AGGRAVATED ASSAULT,43.021355654,-76.146517004,1086
-8477199.02424235,5319753.63453536,2023/08/16 00:00:00+00,2350,2354,100 N SALINA ST     ,,,ROBBERY,43.0511040000001,-76.1519744999999,1087
-8476798.89356846,5316825.39427574,2023/10/24 00:00:00+00,1020,637,100 FURMAN ST     ,,From Motor Vehicle,LARCENY,43.031878862,-76.148380065,1088
-8476017.407366,5318002.4165485,2023/08/21 00:00:00+00,1923,1923,100 GAGE CT     ,Yes,,AGGRAVATED ASSAULT,43.0396072360001,-76.141359855,1089
-8477816.69501987,5323787.57542528,2023/11/06 00:00:00+00,2102,2126,100 FOURTH NORTH ST     ,,From Motor Vehicle,LARCENY,43.077578665,-76.1575231309999,1090
-8477816.69501987,5323787.57542528,2023/09/25 00:00:00+00,2311,2311,100 FOURTH NORTH ST     ,,All Other,LARCENY,43.077578665,-76.1575231309999,1091
-8477199.02424235,5319753.63453536,2023/09/12 00:00:00+00,1446,1446,100 N SALINA ST   ,,From Motor Vehicle,LARCENY,43.0511040000001,-76.1519744999999,1092
-8477253.42819257,5321243.64722589,2023/04/23 00:00:00+00,1515,942,100 GEBHARDT AVE    ,,All Other,LARCENY,43.0608842520001,-76.152463219,1093
-8475758.93987234,5320094.79497306,2023/05/26 00:00:00+00,1615,1615,100 GERTRUDE ST     ,Yes,Shoplifting,LARCENY,43.0533434710001,-76.1390380019999,1094
-8475758.93987234,5320094.79497306,2023/08/13 00:00:00+00,0323,323,100 GERTRUDE ST     ,,From Building,BURGLARY,43.0533434710001,-76.1390380019999,1095
-8475758.93987234,5320094.79497306,2023/04/06 00:00:00+00,1530,654,100 GERTRUDE ST     ,,From Motor Vehicle,LARCENY,43.0533434710001,-76.1390380019999,1096
-8477199.02424235,5319753.63453536,2023/09/13 00:00:00+00,1500,1347,100 N SALINA ST     ,,All Other,LARCENY,43.0511040000001,-76.1519744999999,1097
-8475758.93987234,5320094.79497306,2023/10/31 00:00:00+00,1800,800,100 GERTRUDE ST     ,Yes,,AGGRAVATED ASSAULT,43.0533434710001,-76.1390380019999,1098
-8475758.93987234,5320094.79497306,2023/07/29 00:00:00+00,0421,421,100 GERTRUDE ST     ,,From Building,BURGLARY,43.0533434710001,-76.1390380019999,1099
-8475758.93987234,5320094.79497306,2023/10/20 00:00:00+00,1240,1240,100 GERTRUDE ST     ,Yes,From Building,LARCENY,43.0533434710001,-76.1390380019999,1100
,,2023/05/14 00:00:00+00,0200,200,100 NEWBURY HOLLOW LN   ,Yes,,AGGRAVATED ASSAULT,,,1101
,,2023/06/12 00:00:00+00,1200,1604,100 NEWBURY HOLLOW LN     ,,All Other,LARCENY,,,1102
,,2023/12/22 00:00:00+00,2345,2345,100 NEWBURY HOLLOW LN     ,,Motor Vehicle,MV THEFT,,,1103
,,2023/05/15 00:00:00+00,0300,1504,100 NEWBURY HOLLOW LN     ,,From Building,BURGLARY,,,1104
,,2023/09/20 00:00:00+00,1931,1932,100 NEWBURY HOLLOW LN     ,,From Building,LARCENY,,,1105
-8475119.00452874,5320554.28488578,2023/06/13 00:00:00+00,0026,26,100 OAK PL     ,Yes,,AGGRAVATED ASSAULT,43.05635956,-76.1332893649999,1106
,,2023/01/17 00:00:00+00,2200,2308,100 NEWBURY HOLLOW LN     ,,Motor Vehicle,MV THEFT,,,1107
-8475119.00452874,5320554.28488578,2023/03/24 00:00:00+00,0630,630,100 OAK PL     ,Yes,From Motor Vehicle,LARCENY,43.05635956,-76.1332893649999,1108
-8475085.31591125,5319958.86072698,2023/04/19 00:00:00+00,0041,41,100 OAK ST     ,,,AGGRAVATED ASSAULT,43.052451171,-76.132986735,1109
-8475085.31591125,5319958.86072698,2023/03/20 00:00:00+00,1727,1727,100 OAK ST     ,,,AGGRAVATED ASSAULT,43.052451171,-76.132986735,1110
-8475085.31591125,5319958.86072698,2023/04/11 00:00:00+00,1130,1513,100 OAK ST     ,Yes,,AGGRAVATED ASSAULT,43.052451171,-76.132986735,1111
-8476081.40995063,5317123.44413653,2023/10/04 00:00:00+00,1630,2000,100 OAKLAND ST     ,,Of Bicycle,LARCENY,43.0338359610001,-76.1419347999999,1112
-8476500.85767312,5317958.08728944,2023/06/21 00:00:00+00,1045,1045,100 OAKWOOD AV   ,Yes,,ROBBERY,43.0393161860001,-76.145702763,1113
-8476500.85767312,5317958.08728944,2023/05/08 00:00:00+00,1530,1530,100 OAKWOOD AV   ,Yes,,ROBBERY,43.0393161860001,-76.145702763,1114
-8476500.85767312,5317958.08728944,2023/03/02 00:00:00+00,1737,1737,100 OAKWOOD AVE    ,,All Other,LARCENY,43.0393161860001,-76.145702763,1115
-8476500.85767312,5317958.08728944,2023/05/25 00:00:00+00,1800,2100,100 OAKWOOD AVE    ,,All Other,LARCENY,43.0393161860001,-76.145702763,1116
-8476396.18863134,5321599.93178253,2023/02/20 00:00:00+00,2000,900,100 OBERST ST     ,,From Building,BURGLARY,43.0632226270001,-76.144762505,1117
-8476396.18863134,5321599.93178253,2023/12/08 00:00:00+00,1420,1435,100 OBERST ST     ,,,AGGRAVATED ASSAULT,43.0632226270001,-76.144762505,1118
-8476396.18863134,5321599.93178253,2023/01/20 00:00:00+00,1613,1613,100 OBERST ST     ,Yes,,AGGRAVATED ASSAULT,43.0632226270001,-76.144762505,1119
-8481812.799465,5320594.86903809,2023/12/03 00:00:00+00,0000,540,100 OLIVE ST     ,,Motor Vehicle,MV THEFT,43.056625947,-76.1934207479999,1120
-8481812.799465,5320594.86903809,2023/07/23 00:00:00+00,1200,2130,100 OLIVE ST     ,,,BURGLARY,43.056625947,-76.1934207479999,1121
-8481812.799465,5320594.86903809,2023/07/20 00:00:00+00,1500,700,100 OLIVE ST     ,,From Building,BURGLARY,43.056625947,-76.1934207479999,1122
-8477909.25272368,5313977.6417401,2023/05/02 00:00:00+00,1434,1434,100 FORD AV   ,,From Building,LARCENY,43.013176382,-76.158354591,1123
-8474666.78412553,5318992.74239186,2023/12/14 00:00:00+00,2030,2230,100 OSTROM AV   ,,From Building,BURGLARY,43.0461090000001,-76.129227,1124
-8476167.71261226,5312228.55768405,2023/11/14 00:00:00+00,1640,1700,100 ORLANDO AV   ,,,ROBBERY,43.0016865310001,-76.14271007,1125
-8473217.07050825,5322981.60303909,2023/06/30 00:00:00+00,1130,740,100 LINWILL TER    ,,From Motor Vehicle,LARCENY,43.0722900000001,-76.116204001,1126
-8478398.63391064,5317386.87992371,2023/03/18 00:00:00+00,1630,1630,100 PALMER AV   ,,All Other,LARCENY,43.0355657200001,-76.162750777,1127
-8478398.63391064,5317386.87992371,2023/07/07 00:00:00+00,0130,700,100 PALMER AV   ,,From Motor Vehicle,LARCENY,43.0355657200001,-76.162750777,1128
-8478170.25629798,5313799.995205,2023/02/13 00:00:00+00,0132,132,100 PALMER LN     ,,,AGGRAVATED ASSAULT,43.0120095080001,-76.160699226,1129
-8478199.23821609,5315847.70527502,2023/06/14 00:00:00+00,0011,11,100 PARKSIDE AV   ,,All Other,LARCENY,43.025458578,-76.1609595749999,1130
-8478199.23821609,5315847.70527502,2023/07/29 00:00:00+00,0400,550,100 PARKSIDE AV   ,Yes,From Building,BURGLARY,43.025458578,-76.1609595749999,1131
-8478199.23821609,5315847.70527502,2023/09/08 00:00:00+00,0000,1811,100 PARKSIDE AV   ,,Unknown,LARCENY,43.025458578,-76.1609595749999,1132
-8478199.23821609,5315847.70527502,2023/10/16 00:00:00+00,1030,1030,100 PARKSIDE AVE    ,,All Other,LARCENY,43.025458578,-76.1609595749999,1133
-8478041.9906411,5315732.78196727,2023/03/24 00:00:00+00,0205,205,100 PARKWAY DR     ,,,AGGRAVATED ASSAULT,43.024703856,-76.159546996,1134
-8473513.09051893,5322174.94654607,2023/02/25 00:00:00+00,1200,1129,100 PECK AV   ,,All Other,LARCENY,43.0669963890001,-76.118863194,1135
-8478041.9906411,5315732.78196727,2023/04/03 00:00:00+00,1323,1323,100 PARKWAY DR ,Yes,,MURDER,43.024703856,-76.159546996,1136
-8476278.63803206,5309842.19798428,2023/03/02 00:00:00+00,1100,1100,100 PARRISH LN     ,,All Other,LARCENY,42.986006907,-76.14370653,1137
-8473513.09051893,5322174.94654607,2023/07/10 00:00:00+00,1300,700,100 PECK AV   ,,Motor Vehicle,MV THEFT,43.0669963890001,-76.118863194,1138
-8477867.26167593,5323695.68539259,2023/01/03 00:00:00+00,1659,1659,100 PENNSYLVANIA AV   ,,From Mailbox,LARCENY,43.0769757200001,-76.157977379,1139
-8475561.08305844,5315401.43362658,2023/11/22 00:00:00+00,1955,2355,100 PENTA DR     ,,All Other,LARCENY,43.0225277800001,-76.137260624,1140
-8477867.26167593,5323695.68539259,2023/11/05 00:00:00+00,0650,650,100 PENNSYLVANIA AVE    ,,All Other,LARCENY,43.0769757200001,-76.157977379,1141
-8475561.08305844,5315401.43362658,2023/09/24 00:00:00+00,0130,1011,100 PENTA DR     ,,From Motor Vehicle,LARCENY,43.0225277800001,-76.137260624,1142
-8476466.10116774,5321283.3432083,2023/11/01 00:00:00+00,1620,1620,100 PETERS ST     ,,All Other,LARCENY,43.0611447900001,-76.1453905399999,1143
-8476875.41848261,5313762.77139171,2023/11/11 00:00:00+00,2000,2100,100 PIERCE ST     ,Yes,,AGGRAVATED ASSAULT,43.011765,-76.1490674999999,1144
-8476466.10116774,5321283.3432083,2023/09/05 00:00:00+00,1605,1605,100 PETERS ST     ,,All Other,LARCENY,43.0611447900001,-76.1453905399999,1145
-8476466.10116774,5321283.3432083,2023/03/03 00:00:00+00,0000,800,100 PETERS ST     ,,From Motor Vehicle,LARCENY,43.0611447900001,-76.1453905399999,1146
-8481399.69517238,5320242.5431016,2023/09/16 00:00:00+00,0000,700,100 PHARIS ST     ,Yes,Motor Vehicle,MV THEFT,43.0543133050001,-76.189709769,1147
-8475486.20489351,5318301.22530509,2023/09/03 00:00:00+00,0513,513,100 MARSHALL ST     ,,From Building,BURGLARY,43.041569071,-76.136587982,1148
-8470752.63542723,5320122.60422831,2023/08/01 00:00:00+00,2200,730,100 POLK ST     ,,From Motor Vehicle,LARCENY,43.053526015,-76.094065604,1149
-8470752.63542723,5320122.60422831,2023/08/18 00:00:00+00,1730,2305,100 POLK ST     ,,From Motor Vehicle,MV THEFT,43.053526015,-76.094065604,1150
-8470752.63542723,5320122.60422831,2023/06/10 00:00:00+00,1331,1332,100 POLK ST     ,,Of Bicycle,BURGLARY,43.053526015,-76.094065604,1151
-8470752.63542723,5320122.60422831,2023/08/11 00:00:00+00,2330,1030,100 POLK ST     ,,Of MV Parts/Accessories,LARCENY,43.053526015,-76.094065604,1152
-8470752.63542723,5320122.60422831,2023/11/04 00:00:00+00,2300,440,100 POLK ST     ,,Motor Vehicle,MV THEFT,43.053526015,-76.094065604,1153
-8470752.63542723,5320122.60422831,2023/07/05 00:00:00+00,1347,1347,100 POLK ST     ,Yes,,AGGRAVATED ASSAULT,43.053526015,-76.094065604,1154
-8476427.07923344,5318085.23674849,2023/05/23 00:00:00+00,1139,1139,100 RADISSON CT     ,Yes,,AGGRAVATED ASSAULT,43.040151,-76.1450399999999,1155
-8470752.63542723,5320122.60422831,2023/11/17 00:00:00+00,0000,900,100 POLK ST     ,,From Motor Vehicle,LARCENY,43.053526015,-76.094065604,1156
-8476427.07923344,5318085.23674849,2023/04/24 00:00:00+00,1208,1218,100 RADISSON CT     ,,,AGGRAVATED ASSAULT,43.040151,-76.1450399999999,1157
-8470752.63542723,5320122.60422831,2023/07/04 00:00:00+00,1300,1730,100 POLK ST     ,,From Building,BURGLARY,43.053526015,-76.094065604,1158
-8476427.07923344,5318085.23674849,2023/01/05 00:00:00+00,0404,404,100 RADISSON CT     ,Yes,,ROBBERY,43.040151,-76.1450399999999,1159
-8477016.53975956,5322267.98441378,2023/09/02 00:00:00+00,0600,900,100 POND LN     ,,Motor Vehicle,MV THEFT,43.067606965,-76.1503352139999,1160
-8477016.53975956,5322267.98441378,2023/02/27 00:00:00+00,0000,1500,100 POND LN     ,,From Building,BURGLARY,43.067606965,-76.1503352139999,1161
-8476427.07923344,5318085.23674849,2023/11/29 00:00:00+00,1030,1030,100 RADISSON CT     ,,,AGGRAVATED ASSAULT,43.040151,-76.1450399999999,1162
-8476427.07923344,5318085.23674849,2023/03/30 00:00:00+00,0700,2047,100 RADISSON CT     ,,All Other,LARCENY,43.040151,-76.1450399999999,1163
-8477347.5046282,5321626.10573951,2023/07/27 00:00:00+00,0301,301,100 POND ST     ,,From Building,BURGLARY,43.0633944090001,-76.153308322,1164
-8477763.0801022,5315467.39855179,2023/01/28 00:00:00+00,0330,330,100 RANDALL AV   ,Yes,,AGGRAVATED ASSAULT,43.0229610000001,-76.1570414999999,1165
-8477347.5046282,5321626.10573951,2023/10/06 00:00:00+00,1600,100,100 POND ST     ,,From Building,BURGLARY,43.0633944090001,-76.153308322,1166
-8477763.0801022,5315467.39855179,2023/10/21 00:00:00+00,0100,110,100 RANDALL AV   ,Yes,,AGGRAVATED ASSAULT,43.0229610000001,-76.1570414999999,1167
-8479244.00414248,5320803.89163348,2023/10/08 00:00:00+00,2300,900,100 PULASKI ST     ,,Of Bicycle,MV THEFT,43.057997915,-76.170344867,1168
-8478883.31964147,5317219.76196462,2023/03/14 00:00:00+00,2100,1100,100 PUTNAM ST     ,,Of Bicycle,MV THEFT,43.0344684040001,-76.167104783,1169
-8478883.31964147,5317219.76196462,2023/01/02 00:00:00+00,0830,830,100 PUTNAM ST     ,,All Other,LARCENY,43.0344684040001,-76.167104783,1170
-8477466.68260713,5314533.14124618,2023/10/06 00:00:00+00,1749,1900,100 RAYMOND AV   ,Yes,,ROBBERY,43.0168250460001,-76.154378916,1171
-8473991.76688969,5317676.8299321,2023/10/01 00:00:00+00,0022,22,100 REDFIELD PL     ,,,AGGRAVATED ASSAULT,43.0374695190001,-76.123163217,1172
-8473991.76688969,5317676.8299321,2023/08/25 00:00:00+00,2105,2105,100 REDFIELD PL     ,,From Building,BURGLARY,43.0374695190001,-76.123163217,1173
-8473991.76688969,5317676.8299321,2023/09/22 00:00:00+00,0100,800,100 REDFIELD PL     ,,From Motor Vehicle,LARCENY,43.0374695190001,-76.123163217,1174
-8473991.76688969,5317676.8299321,2023/10/01 00:00:00+00,2100,100,100 REDFIELD PL     ,,From Building,BURGLARY,43.0374695190001,-76.123163217,1175
-8473991.76688969,5317676.8299321,2023/11/07 00:00:00+00,0750,1750,100 REDFIELD PL     ,,All Other,LARCENY,43.0374695190001,-76.123163217,1176
-8473991.76688969,5317676.8299321,2023/10/10 00:00:00+00,2205,2205,100 REDFIELD PL     ,Yes,,ROBBERY,43.0374695190001,-76.123163217,1177
-8480523.04238251,5316928.83685384,2023/08/19 00:00:00+00,2109,2109,100 REED AV   ,Yes,,AGGRAVATED ASSAULT,43.032558109,-76.181834663,1178
-8473991.76688969,5317676.8299321,2023/12/12 00:00:00+00,0200,600,100 REDFIELD PL     ,,From Building,BURGLARY,43.0374695190001,-76.123163217,1179
-8480523.04238251,5316928.83685384,2023/02/22 00:00:00+00,1720,1720,100 REED AVE    ,,From Building,LARCENY,43.032558109,-76.181834663,1180
-8475122.68664354,5314787.95851495,2023/09/17 00:00:00+00,0400,400,100 REMINGTON AV   ,Yes,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1181
-8475122.68664354,5314787.95851495,2023/11/20 00:00:00+00,1900,919,100 REMINGTON AV ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1182
-8475122.68664354,5314787.95851495,2023/07/09 00:00:00+00,2100,1000,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1183
-8475122.68664354,5314787.95851495,2023/11/08 00:00:00+00,0051,51,100 REMINGTON AV   ,Yes,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1184
-8475122.68664354,5314787.95851495,2023/10/14 00:00:00+00,2200,600,100 REMINGTON AV   ,,From Motor Vehicle,LARCENY,43.0184986790001,-76.133322442,1185
-8475122.68664354,5314787.95851495,2023/09/17 00:00:00+00,2200,0,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1186
-8475122.68664354,5314787.95851495,2023/05/08 00:00:00+00,1032,1032,100 REMINGTON AV   ,,,AGGRAVATED ASSAULT,43.0184986790001,-76.133322442,1187
-8475122.68664354,5314787.95851495,2023/02/22 00:00:00+00,1600,750,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1188
-8475122.68664354,5314787.95851495,2023/07/03 00:00:00+00,1800,1400,100 REMINGTON AV   ,,From Motor Vehicle,LARCENY,43.0184986790001,-76.133322442,1189
-8475122.68664354,5314787.95851495,2023/08/23 00:00:00+00,0016,100,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1190
-8475122.68664354,5314787.95851495,2023/07/08 00:00:00+00,1730,530,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1191
-8475122.68664354,5314787.95851495,2023/12/13 00:00:00+00,2200,1000,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1192
-8475122.68664354,5314787.95851495,2023/10/31 00:00:00+00,2000,800,100 REMINGTON AV   ,,Of MV Parts/Accessories,LARCENY,43.0184986790001,-76.133322442,1193
-8475122.68664354,5314787.95851495,2023/12/18 00:00:00+00,2300,50,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1194
-8480414.54339365,5316910.54536163,2023/10/07 00:00:00+00,2230,2300,100 RIDER AV   ,Yes,,AGGRAVATED ASSAULT,43.0324380000001,-76.1808599999999,1195
-8475122.68664354,5314787.95851495,2023/12/14 00:00:00+00,2330,2330,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1196
-8475122.68664354,5314787.95851495,2023/11/17 00:00:00+00,2200,630,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1197
-8475122.68664354,5314787.95851495,2023/08/06 00:00:00+00,1500,1500,100 REMINGTON AVE    ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1198
-8475122.68664354,5314787.95851495,2023/12/19 00:00:00+00,2110,2110,100 REMINGTON AVE    ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1199
-8475122.68664354,5314787.95851495,2023/02/17 00:00:00+00,1554,1554,100 REMINGTON AVE    ,,From Building,BURGLARY,43.0184986790001,-76.133322442,1200
-8471577.61370946,5319058.85422543,2023/03/24 00:00:00+00,0730,1021,100 GORLAND AV   ,,All Other,LARCENY,43.0465430180001,-76.1014765099999,1201
-8475758.93987234,5320094.79497306,2023/03/01 00:00:00+00,1608,1608,100 GERTRUDE ST   ,Yes,,MURDER,43.0533434710001,-76.1390380019999,1202
-8477199.02424235,5319753.63453536,2023/05/22 00:00:00+00,1200,900,100 N SALINA ST     ,,All Other,LARCENY,43.0511040000001,-76.1519744999999,1203
-8471577.61370946,5319058.85422543,2023/06/28 00:00:00+00,0224,224,100 GORLAND AV   ,,,AGGRAVATED ASSAULT,43.0465430180001,-76.1014765099999,1204
-8478232.20804364,5314800.97276171,2023/12/02 00:00:00+00,0222,332,100 GLENWOOD AV   ,Yes,,AGGRAVATED ASSAULT,43.018584155,-76.161255748,1205
-8471577.61370946,5319058.85422543,2023/06/04 00:00:00+00,1235,1235,100 GORLAND AVE    ,,From Motor Vehicle,LARCENY,43.0465430180001,-76.1014765099999,1206
-8479443.76541023,5318212.59218774,2023/11/16 00:00:00+00,1825,1825,100 GRAND AVE    ,,All Other,LARCENY,43.040987155,-76.172139353,1207
-8477868.08933634,5313165.07018323,2023/12/04 00:00:00+00,2200,800,100 MAINS AV   ,,Motor Vehicle,MV THEFT,43.007838812,-76.157984814,1208
-8479533.90080193,5316845.25799087,2023/12/15 00:00:00+00,0035,935,100 GRANT AVE    ,,All Other,LARCENY,43.0320092960001,-76.172949053,1209
-8477744.28124583,5318801.79393371,2023/06/27 00:00:00+00,1855,1855,100 GRANGER ST     ,Yes,,AGGRAVATED ASSAULT,43.044855424,-76.156872627,1210
-8476484.87397536,5317524.59781797,2023/02/02 00:00:00+00,1240,1436,100 GRAPE TER    ,,All Other,LARCENY,43.0364699770001,-76.145559179,1211
-8476122.68220844,5321290.84825417,2023/05/15 00:00:00+00,0000,428,100 GRAVES ST     ,Yes,,AGGRAVATED ASSAULT,43.0611940480001,-76.142305555,1212
-8476122.68220844,5321290.84825417,2023/01/02 00:00:00+00,0447,447,100 GRAVES ST     ,Yes,,AGGRAVATED ASSAULT,43.0611940480001,-76.142305555,1213
-8476122.68220844,5321290.84825417,2023/08/09 00:00:00+00,1600,23,100 GRAVES ST     ,,From Building,BURGLARY,43.0611940480001,-76.142305555,1214
-8473980.68136084,5322555.08202511,2023/11/24 00:00:00+00,1800,900,100 GRAY AV   ,,From Motor Vehicle,MV THEFT,43.0694910510001,-76.1230636339999,1215
-8473980.68136084,5322555.08202511,2023/12/03 00:00:00+00,1626,1730,100 GRAY AV   ,,From Building,LARCENY,43.0694910510001,-76.1230636339999,1216
-8473980.68136084,5322555.08202511,2023/08/14 00:00:00+00,1700,635,100 GRAY AVE    ,,Of Bicycle,MV THEFT,43.0694910510001,-76.1230636339999,1217
-8473980.68136084,5322555.08202511,2023/04/21 00:00:00+00,0350,358,100 GRAY AVE    ,,Of Bicycle,MV THEFT,43.0694910510001,-76.1230636339999,1218
-8475994.18478438,5322974.46541715,2023/06/16 00:00:00+00,2055,2055,100 GREENLAND DR     ,,From Building,BURGLARY,43.0722431620001,-76.141151243,1219
-8475994.18478438,5322974.46541715,2023/05/03 00:00:00+00,0600,614,100 GREENLAND DR     ,,,AGGRAVATED ASSAULT,43.0722431620001,-76.141151243,1220
-8475994.18478438,5322974.46541715,2023/12/20 00:00:00+00,0630,631,100 GREENLAND DR     ,,Motor Vehicle,MV THEFT,43.0722431620001,-76.141151243,1221
-8477997.18966676,5314160.13458886,2023/06/01 00:00:00+00,2200,630,100 GRIFFIN ST     ,,From Motor Vehicle,LARCENY,43.0143750660001,-76.159144542,1222
-8475994.18478438,5322974.46541715,2023/08/03 00:00:00+00,2029,2029,100 GREENLAND DR     ,Yes,From Building,BURGLARY,43.0722431620001,-76.141151243,1223
-8475994.18478438,5322974.46541715,2023/07/22 00:00:00+00,1400,1500,100 GREENLAND DR     ,,From Motor Vehicle,LARCENY,43.0722431620001,-76.141151243,1224
-8477997.18966676,5314160.13458886,2023/08/17 00:00:00+00,1721,1721,100 GRIFFIN ST     ,,Of MV Parts/Accessories,LARCENY,43.0143750660001,-76.159144542,1225
-8475804.64220061,5321589.17970157,2023/09/20 00:00:00+00,1300,1128,100 GRUMBACH AV   ,,All Other,LARCENY,43.06315206,-76.139448553,1226
-8476240.66238964,5322369.44705487,2023/10/14 00:00:00+00,0200,300,100 GRIFFITHS ST     ,,All Other,LARCENY,43.068272823,-76.1433653889999,1227
-8476240.66238964,5322369.44705487,2023/09/20 00:00:00+00,0835,835,100 GRIFFITHS ST     ,,All Other,LARCENY,43.068272823,-76.1433653889999,1228
-8475804.64220061,5321589.17970157,2023/05/16 00:00:00+00,2000,302,100 GRUMBACH AV   ,,From Building,BURGLARY,43.06315206,-76.139448553,1229
-8475804.64220061,5321589.17970157,2023/11/13 00:00:00+00,0835,835,100 GRUMBACH AVE    ,,All Other,LARCENY,43.06315206,-76.139448553,1230
-8475804.64220061,5321589.17970157,2023/03/08 00:00:00+00,0944,949,100 GRUMBACH AVE    ,,From Building,LARCENY,43.06315206,-76.139448553,1231
-8470262.17611101,5318103.60288723,2023/05/14 00:00:00+00,1000,1200,100 HADDON RD     ,,All Other,LARCENY,43.040271584,-76.089659733,1232
-8476085.68595492,5313880.53094578,2023/01/06 00:00:00+00,1524,1524,100 HALL AV   ,,All Other,LARCENY,43.0125385110001,-76.141973212,1233
-8476085.68595492,5313880.53094578,2023/01/09 00:00:00+00,1516,1516,100 HALL AV   ,,From Building,LARCENY,43.0125385110001,-76.141973212,1234
-8476085.68595492,5313880.53094578,2023/10/03 00:00:00+00,1125,2005,100 HALL AV   ,,All Other,LARCENY,43.0125385110001,-76.141973212,1235
-8476085.68595492,5313880.53094578,2023/02/01 00:00:00+00,1630,1530,100 HALL AV   ,,From Building,BURGLARY,43.0125385110001,-76.141973212,1236
-8476085.68595492,5313880.53094578,2023/12/22 00:00:00+00,1508,1508,100 HALL AVE    ,,,AGGRAVATED ASSAULT,43.0125385110001,-76.141973212,1237
-8476141.9419275,5323358.67985081,2023/07/11 00:00:00+00,0357,357,100 HAROLD ST     ,,Motor Vehicle,MV THEFT,43.0747643760001,-76.1424785679999,1238
-8473004.52085739,5318262.40027241,2023/05/14 00:00:00+00,2244,2244,100 HOUSTON AV   ,,From Motor Vehicle,LARCENY,43.041314168,-76.114294635,1239
-8476141.9419275,5323358.67985081,2023/11/25 00:00:00+00,0000,1630,100 HAROLD ST     ,,From Building,BURGLARY,43.0747643760001,-76.1424785679999,1240
-8477002.47888336,5318709.94820976,2023/06/13 00:00:00+00,0800,638,100 HARRISON PL     ,,From Motor Vehicle,LARCENY,43.0442524480001,-76.150208903,1241
-8476227.18672001,5322393.63079929,2023/04/02 00:00:00+00,2100,900,100 HARTLEY ST     ,,,BURGLARY,43.0684315300001,-76.143244335,1242
-8479627.8409825,5317567.16639733,2023/07/18 00:00:00+00,1845,200,100 HARTSON ST     ,,Motor Vehicle,MV THEFT,43.03674948,-76.173792932,1243
-8477223.85973207,5318712.57664314,2023/06/14 00:00:00+00,0800,940,100 HARRISON ST     ,,From Motor Vehicle,LARCENY,43.044269704,-76.152197601,1244
-8479627.8409825,5317567.16639733,2023/10/22 00:00:00+00,1605,1605,100 HARTSON ST     ,,All Other,LARCENY,43.03674948,-76.173792932,1245
-8473557.960734,5318285.44550976,2023/12/25 00:00:00+00,0100,200,100 HARVARD PL     ,,From Motor Vehicle,LARCENY,43.04146547,-76.11926627,1246
-8473557.960734,5318285.44550976,2023/08/28 00:00:00+00,0401,401,100 HARVARD PL     ,,From Building,BURGLARY,43.04146547,-76.11926627,1247
-8473557.960734,5318285.44550976,2023/10/17 00:00:00+00,2002,2006,100 HARVARD PL     ,Yes,,ROBBERY,43.04146547,-76.11926627,1248
-8473557.960734,5318285.44550976,2023/09/14 00:00:00+00,1600,800,100 HARVARD PL     ,,All Other,LARCENY,43.04146547,-76.11926627,1249
-8473557.960734,5318285.44550976,2023/08/15 00:00:00+00,1730,1930,100 HARVARD PL     ,,All Other,LARCENY,43.04146547,-76.11926627,1250
-8473557.960734,5318285.44550976,2023/07/08 00:00:00+00,1730,1730,100 HARVARD PL   ,,,AGGRAVATED ASSAULT,43.04146547,-76.11926627,1251
